timestamp	symbol	timeframe	close	ssa	ema_ssa	ssa_high	ssa_low	SSA Crossing
1778133603	XAUUSD	H3	4731.02	4717.52780	4714.66480	4731.72225	4698.77332	0
1778144403	XAUUSD	H3	4742.80	4720.35956	4717.51218	4736.17792	4698.70131	0
1778155203	XAUUSD	H3	4762.74	4722.71050	4720.11134	4740.26516	4698.93175	0
1778166003	XAUUSD	H3	4711.45	4723.68127	4721.89631	4742.78495	4699.33336	0
1778176803	XAUUSD	H3	4687.24	4723.46213	4722.67922	4742.85773	4700.17661	0
1778187603	XAUUSD	H3	4704.54	4722.22030	4722.44976	4740.85832	4701.06391	1
1778198403	XAUUSD	H3	4713.68	4719.79209	4721.12093	4737.28778	4701.62909	0
1778209203	XAUUSD	H3	4727.43	4716.42156	4718.77124	4732.41504	4701.34203	0
1778220003	XAUUSD	H3	4715.70	4712.41733	4715.59429	4727.19747	4699.99151	0
1778230803	XAUUSD	H3	4717.80	4708.48534	4712.03981	4722.38420	4697.67493	0
1778241603	XAUUSD	H3	4716.02	4705.10861	4708.57421	4718.73153	4694.59809	0
1778252403	XAUUSD	H3	4720.99	4702.30899	4705.44160	4715.89535	4690.97927	0
1778263203	XAUUSD	H3	4715.36	4699.63737	4702.53949	4714.16738	4686.94342	0
1778446803	XAUUSD	H3	4691.88	4696.49139	4699.51544	4712.46833	4682.12424	0
1778457603	XAUUSD	H3	4681.89	4693.09582	4696.30563	4711.08114	4677.37357	0
1778468403	XAUUSD	H3	4652.30	4689.33952	4692.82258	4709.09631	4672.98476	0
1778479203	XAUUSD	H3	4667.55	4686.87973	4689.85115	4706.90584	4669.44877	0
